NAME;TIME;LAT;LON;INTENSITY;STORM_SPEED;STORM_DIR
JUDY 1;1965-01-25 23:00:00;-11.6;133;;5;115
JUDY 1;1965-01-25 23:30:00;-11.6;133;;7;155
JUDY 1;1965-01-26 00:00:00;-11.7;133;;11;165
JUDY 1;1965-01-26 03:00:00;-12.2;133.2;;12;160
JUDY 1;1965-01-26 05:30:00;-12.7;133.4;;12;160
JUDY 1;1965-01-26 06:00:00;-12.8;133.4;;10;140
JUDY 1;1965-01-26 09:00:00;-13.1;133.8;;9;125
JUDY 1;1965-01-26 11:00:00;-13.3;134.1;;9;110
JUDY 1;1965-01-26 11:30:00;-13.3;134.1;;9;100
JUDY 1;1965-01-26 12:00:00;-13.3;134.2;;10;80
JUDY 1;1965-01-26 15:00:00;-13.2;134.7;;10;75
JUDY 1;1965-01-26 18:00:00;-13;135.2;;11;70
JUDY 1;1965-01-26 21:00:00;-12.8;135.8;;11;75
JUDY 1;1965-01-26 23:00:00;-12.7;136.1;;10;80
JUDY 1;1965-01-26 23:30:00;-12.7;136.2;;10;85
JUDY 1;1965-01-27 00:00:00;-12.7;136.3;;10;95
JUDY 1;1965-01-27 02:30:00;-12.7;136.7;;10;95
JUDY 1;1965-01-27 03:00:00;-12.8;136.8;;10;110
JUDY 1;1965-01-27 05:30:00;-12.9;137.2;;10;110
JUDY 1;1965-01-27 06:00:00;-12.9;137.2;;10;115
JUDY 1;1965-01-27 09:00:00;-13.2;137.7;;10;120
JUDY 1;1965-01-27 11:00:00;-13.3;138;;9;125
JUDY 1;1965-01-27 12:00:00;-13.4;138.1;;7;120
JUDY 1;1965-01-27 15:00:00;-13.6;138.4;;7;125
JUDY 1;1965-01-27 17:00:00;-13.7;138.6;;7;125
JUDY 1;1965-01-27 18:00:00;-13.8;138.7;;9;130
JUDY 1;1965-01-27 21:00:00;-14.1;139;;10;130
JUDY 1;1965-01-27 23:00:00;-14.4;139.3;;10;130
JUDY 1;1965-01-28 00:00:00;-14.5;139.4;;10;130
JUDY 1;1965-01-28 03:00:00;-14.8;139.8;;9;130
JUDY 1;1965-01-28 06:00:00;-15.1;140.2;;9;130
JUDY 1;1965-01-28 09:00:00;-15.3;140.5;;9;130
JUDY 1;1965-01-28 11:00:00;-15.5;140.7;;8;135
JUDY 1;1965-01-28 12:00:00;-15.6;140.8;;9;140
JUDY 1;1965-01-28 15:00:00;-16;141.1;;9;140
JUDY 1;1965-01-28 17:00:00;-16.2;141.3;;9;140
JUDY 1;1965-01-28 18:00:00;-16.3;141.4;;9;135
JUDY 1;1965-01-28 21:00:00;-16.6;141.7;;9;135
JUDY 1;1965-01-28 23:00:00;-16.8;141.9;;9;140
JUDY 1;1965-01-29 00:00:00;-16.9;142;;9;140
JUDY 1;1965-01-29 02:00:00;-17.2;142.2;;9;140
JUDY 1;1965-01-29 03:00:00;-17.3;142.4;;9;135
JUDY 1;1965-01-29 06:00:00;-17.6;142.7;;9;130
JUDY 1;1965-01-29 09:00:00;-17.9;143.1;;9;120
JUDY 1;1965-01-29 11:00:00;-18;143.4;;9;110
JUDY 1;1965-01-29 12:00:00;-18;143.5;;8;95
JUDY 1;1965-01-29 15:00:00;-18;144;;9;85
JUDY 1;1965-01-29 18:00:00;-17.9;144.4;;9;80
JUDY 1;1965-01-29 21:00:00;-17.8;144.9;;10;75
JUDY 1;1965-01-29 23:00:00;-17.7;145.3;;10;75
JUDY 1;1965-01-30 00:00:00;-17.7;145.4;;11;70
JUDY 1;1965-01-30 03:00:00;-17.5;146;;12;70
JUDY 1;1965-01-30 03:30:00;-17.4;146.1;;12;70
JUDY 1;1965-01-30 06:00:00;-17.3;146.6;;13;75
JUDY 1;1965-01-30 09:00:00;-17.2;147.3;;13;80
JUDY 1;1965-01-30 11:00:00;-17.1;147.8;;15;85
JUDY 1;1965-01-30 12:00:00;-17.1;148;;18;85
JUDY 1;1965-01-30 15:00:00;-17;149;;19;85
JUDY 1;1965-01-30 18:00:00;-17;150;;19;90
JUDY 1;1965-01-30 21:00:00;-17;151;;19;95
JUDY 1;1965-01-30 23:00:00;-17.1;151.7;;18;100
JUDY 1;1965-01-31 00:00:00;-17.2;151.9;;16;115
JUDY 1;1965-01-31 03:00:00;-17.6;152.7;;16;120
JUDY 1;1965-01-31 06:00:00;-18;153.4;;16;125
JUDY 1;1965-01-31 09:00:00;-18.5;154.1;;17;125
JUDY 1;1965-01-31 11:00:00;-18.8;154.6;;17;120
JUDY 1;1965-01-31 12:00:00;-18.9;154.9;;19;120
JUDY 1;1965-01-31 15:00:00;-19.4;155.7;;19;120
JUDY 1;1965-01-31 18:00:00;-19.9;156.6;;19;120
ANNIE 1;1965-02-14 12:00:00;-7;90.8;;14;220
ANNIE 1;1965-02-14 15:00:00;-7.6;90.4;;14;220
MARIE;1965-02-21 23:00:00;-11.8;137;;2;0
MARIE;1965-02-21 23:30:00;-11.8;137;;2;15
MARIE;1965-02-22 00:00:00;-11.8;137;;2;320
MARIE;1965-02-22 03:00:00;-11.7;136.9;;2;315
MARIE;1965-02-22 06:00:00;-11.6;136.9;;2;0
MARIE;1965-02-22 09:00:00;-11.5;136.9;;3;20
MARIE;1965-02-22 11:00:00;-11.4;137;;4;35
MARIE;1965-02-22 11:30:00;-11.4;137;;4;45
MARIE;1965-02-22 12:00:00;-11.4;137;;5;55
MARIE;1965-02-22 15:00:00;-11.2;137.2;;5;60
MARIE;1965-02-22 17:00:00;-11.2;137.4;;4;70
MARIE;1965-02-22 18:00:00;-11.1;137.4;;3;80
MARIE;1965-02-22 21:00:00;-11.1;137.5;;2;90
MARIE;1965-02-22 23:00:00;-11.1;137.6;;1;145
MARIE;1965-02-23 00:00:00;-11.2;137.6;;2;200
MARIE;1965-02-23 03:00:00;-11.3;137.5;;3;210
MARIE;1965-02-23 06:00:00;-11.4;137.4;;3;225
MARIE;1965-02-23 09:00:00;-11.5;137.3;;3;240
MARIE;1965-02-23 11:00:00;-11.5;137.2;;3;260
MARIE;1965-02-23 11:30:00;-11.5;137.2;;3;290
MARIE;1965-02-23 12:00:00;-11.5;137.2;;3;320
MARIE;1965-02-23 15:00:00;-11.4;137.1;;4;325
MARIE;1965-02-23 18:00:00;-11.2;137;;4;320
MARIE;1965-02-23 21:00:00;-11.1;136.8;;3;315
MARIE;1965-02-23 23:00:00;-11;136.8;;3;305
MARIE;1965-02-23 23:30:00;-11;136.7;;2;290
MARIE;1965-02-24 00:00:00;-11;136.7;;2;270
MARIE;1965-02-24 03:00:00;-11;136.6;;2;255
MARIE;1965-02-24 06:00:00;-11;136.5;;2;240
MARIE;1965-02-24 08:00:00;-11.1;136.5;;2;240
MARIE;1965-02-24 09:00:00;-11.1;136.5;;1;230
MARIE;1965-02-24 11:00:00;-11.1;136.4;;1;230
MARIE;1965-02-24 12:00:00;-11.1;136.4;;2;210
MARIE;1965-02-24 15:00:00;-11.2;136.4;;2;205
MARIE;1965-02-24 18:00:00;-11.3;136.4;;1;210
MARIE;1965-02-24 21:00:00;-11.3;136.3;;1;230
MARIE;1965-02-24 23:00:00;-11.3;136.3;;1;230
MARIE;1965-02-24 23:30:00;-11.3;136.3;;1;0
MARIE;1965-02-25 00:00:00;-11.4;136.3;;2;240
MARIE;1965-02-25 03:00:00;-11.4;136.2;;2;240
MARIE;1965-02-25 06:00:00;-11.5;136.1;;3;245
MARIE;1965-02-25 09:00:00;-11.5;135.9;;3;245
MARIE;1965-02-25 11:00:00;-11.6;135.9;;3;240
MARIE;1965-02-25 11:30:00;-11.6;135.8;;3;225
MARIE;1965-02-25 12:00:00;-11.6;135.8;;4;235
MARIE;1965-02-25 15:00:00;-11.7;135.7;;3;235
MARIE;1965-02-25 18:00:00;-11.8;135.5;;3;245
MARIE;1965-02-25 21:00:00;-11.8;135.4;;3;260
MARIE;1965-02-25 23:00:00;-11.8;135.3;;3;275
MARIE;1965-02-25 23:30:00;-11.8;135.3;;3;285
MARIE;1965-02-26 00:00:00;-11.8;135.2;;3;290
MARIE;1965-02-26 03:00:00;-11.8;135.1;;3;295
MARIE;1965-02-26 06:00:00;-11.7;135;;3;305
MARIE;1965-02-26 09:00:00;-11.6;134.8;;3;305
MARIE;1965-02-26 11:00:00;-11.6;134.8;;3;305
MARIE;1965-02-26 11:30:00;-11.5;134.7;;3;305
MARIE;1965-02-26 12:00:00;-11.5;134.7;;3;295
MARIE;1965-02-26 15:00:00;-11.5;134.6;;3;290
MARIE;1965-02-26 18:00:00;-11.4;134.5;;3;285
MARIE;1965-02-26 21:00:00;-11.4;134.3;;3;275
MARIE;1965-02-26 23:00:00;-11.4;134.2;;4;270
MARIE;1965-02-26 23:30:00;-11.4;134.2;;5;270
MARIE;1965-02-27 00:00:00;-11.4;134.1;;6;270
MARIE;1965-02-27 03:00:00;-11.4;133.8;;7;265
MARIE;1965-02-27 06:00:00;-11.4;133.4;;8;265
MARIE;1965-02-27 09:00:00;-11.5;133;;8;260
MARIE;1965-02-27 11:00:00;-11.5;132.7;;8;260
MARIE;1965-02-27 11:30:00;-11.6;132.7;;7;260
MARIE;1965-02-27 12:00:00;-11.6;132.6;;6;260
MARIE;1965-02-27 15:00:00;-11.6;132.3;;5;260
MARIE;1965-02-27 17:00:00;-11.6;132.2;;2;290
MARIE;1965-02-27 18:00:00;-11.6;132.3;;1;30
MARIE;1965-02-27 21:00:00;-11.6;132.2;;1;260
MARIE;1965-02-27 23:00:00;-11.6;132.2;;0;0
MARIE;1965-02-27 23:30:00;-11.6;132.3;;2;80
MARIE;1965-02-28 00:00:00;-11.6;132.2;;5;235
MARIE;1965-02-28 03:00:00;-11.7;132;;5;230
MARIE;1965-02-28 06:00:00;-11.9;131.8;;6;225
MARIE;1965-02-28 09:00:00;-12.1;131.6;;6;220
MARIE;1965-02-28 11:30:00;-12.3;131.5;;6;220
MARIE;1965-02-28 12:00:00;-12.4;131.4;;6;225
MARIE;1965-02-28 15:00:00;-12.6;131.2;;6;220
MARIE;1965-02-28 18:00:00;-12.9;131;;7;210
MARIE;1965-02-28 21:00:00;-13.2;130.8;;9;200
MARIE;1965-02-28 23:30:00;-13.6;130.7;;8;200
MARIE;1965-03-01 00:00:00;-13.6;130.7;;8;195
MARIE;1965-03-01 03:00:00;-14.1;130.6;;10;195
MARIE;1965-03-01 06:00:00;-14.6;130.5;;10;190
MARIE;1965-03-01 09:00:00;-15.1;130.4;;12;190
MARIE;1965-03-01 11:30:00;-15.6;130.3;;13;185
MARIE;1965-03-01 12:00:00;-15.7;130.3;;9;195
DOLLY;1965-02-25 11:00:00;-14.5;110.2;;21;210
DOLLY;1965-02-25 12:00:00;-14.8;110;;15;220
DOLLY;1965-02-25 15:00:00;-15.2;109.5;;12;230
DOLLY;1965-02-25 18:00:00;-15.6;109.1;;11;235
DOLLY;1965-02-25 21:00:00;-15.9;108.7;;9;240
DOLLY;1965-02-25 23:00:00;-16;108.4;;9;245
DOLLY;1965-02-26 00:00:00;-16;108.3;;8;250
DOLLY;1965-02-26 01:00:00;-16.1;108.1;;8;250
DOLLY;1965-02-26 03:00:00;-16.2;107.9;;8;255
DOLLY;1965-02-26 05:50:00;-16.3;107.5;;7;255
DOLLY;1965-02-26 06:00:00;-16.3;107.5;;6;255
DOLLY;1965-02-26 09:00:00;-16.4;107.2;;6;255
DOLLY;1965-02-26 11:00:00;-16.4;107;;5;250
DOLLY;1965-02-26 12:00:00;-16.5;106.9;;5;245
DOLLY;1965-02-26 15:00:00;-16.6;106.7;;5;245
DOLLY;1965-02-26 18:00:00;-16.7;106.5;;6;240
DOLLY;1965-02-26 21:00:00;-16.8;106.2;;7;235
DOLLY;1965-02-26 23:00:00;-17;105.9;;9;235
DOLLY;1965-02-27 00:00:00;-17.1;105.8;;12;235
DOLLY;1965-02-27 01:00:00;-17.2;105.6;;14;235
DOLLY;1965-02-27 03:00:00;-17.5;105.2;;15;230
DOLLY;1965-02-27 06:00:00;-18;104.6;;15;225
DOLLY;1965-02-27 07:00:00;-18.2;104.5;;14;200
DOLLY;1965-02-27 09:00:00;-18.6;104.3;;14;190
DOLLY;1965-02-27 11:00:00;-19.1;104.3;;13;180
DOLLY;1965-02-27 12:00:00;-19.3;104.3;;12;170
DOLLY;1965-02-27 15:00:00;-19.8;104.4;;10;165
JOAN 1;1965-03-04 11:00:00;-17.7;126.4;;5;275
JOAN 1;1965-03-04 12:00:00;-17.7;126.3;;5;280
JOAN 1;1965-03-04 15:00:00;-17.7;126.1;;5;280
JOAN 1;1965-03-04 18:00:00;-17.6;125.8;;5;280
JOAN 1;1965-03-04 21:00:00;-17.6;125.6;;6;280
JOAN 1;1965-03-04 23:00:00;-17.5;125.3;;7;280
JOAN 1;1965-03-05 00:00:00;-17.5;125.2;;10;285
JOAN 1;1965-03-05 03:00:00;-17.3;124.7;;11;290
JOAN 1;1965-03-05 06:00:00;-17.1;124.1;;11;295
JOAN 1;1965-03-05 09:00:00;-16.9;123.6;;10;300
JOAN 1;1965-03-05 11:00:00;-16.7;123.3;;9;315
JOAN 1;1965-03-05 12:00:00;-16.6;123.2;;9;345
JOAN 1;1965-03-05 15:00:00;-16.1;123.1;;10;360
JOAN 1;1965-03-05 18:00:00;-15.6;123.2;;10;355
JOAN 1;1965-03-05 21:00:00;-15.1;123.1;;9;345
JOAN 1;1965-03-05 23:00:00;-14.9;123;;7;335
JOAN 1;1965-03-06 00:00:00;-14.8;122.9;;6;300
JOAN 1;1965-03-06 03:00:00;-14.7;122.6;;6;280
JOAN 1;1965-03-06 06:00:00;-14.7;122.3;;6;260
JOAN 1;1965-03-06 09:00:00;-14.8;122;;7;245
JOAN 1;1965-03-06 11:00:00;-14.9;121.8;;7;240
JOAN 1;1965-03-06 12:00:00;-15;121.7;;6;230
JOAN 1;1965-03-06 15:00:00;-15.2;121.5;;6;225
JOAN 1;1965-03-06 18:00:00;-15.4;121.3;;7;225
JOAN 1;1965-03-06 21:00:00;-15.7;121;;7;225
JOAN 1;1965-03-06 23:00:00;-15.8;120.8;;8;235
JOAN 1;1965-03-07 00:00:00;-15.9;120.7;;6;215
JOAN 1;1965-03-07 01:00:00;-16;120.7;;5;215
JOAN 1;1965-03-07 03:00:00;-16.1;120.5;;5;240
JOAN 1;1965-03-07 06:00:00;-16.2;120.3;;6;245
JOAN 1;1965-03-07 09:00:00;-16.3;120;;6;250
JOAN 1;1965-03-07 11:00:00;-16.4;119.8;;6;255
JOAN 1;1965-03-07 12:00:00;-16.4;119.7;;7;275
JOAN 1;1965-03-07 15:00:00;-16.4;119.3;;8;280
JOAN 1;1965-03-07 18:00:00;-16.3;118.9;;8;275
JOAN 1;1965-03-07 21:00:00;-16.3;118.5;;7;270
JOAN 1;1965-03-07 23:00:00;-16.3;118.3;;6;255
JOAN 1;1965-03-08 00:00:00;-16.4;118.2;;5;230
JOAN 1;1965-03-08 01:00:00;-16.4;118.2;;5;225
JOAN 1;1965-03-08 03:00:00;-16.6;118;;5;215
JOAN 1;1965-03-08 06:00:00;-16.8;117.9;;5;210
JOAN 1;1965-03-08 09:00:00;-17;117.8;;5;210
JOAN 1;1965-03-08 11:00:00;-17.1;117.7;;5;215
JOAN 1;1965-03-08 12:00:00;-17.2;117.6;;5;225
JOAN 1;1965-03-08 15:00:00;-17.4;117.4;;6;230
JOAN 1;1965-03-08 18:00:00;-17.5;117.2;;6;230
JOAN 1;1965-03-08 21:00:00;-17.7;116.9;;6;230
JOAN 1;1965-03-08 23:00:00;-17.9;116.8;;7;235
JOAN 1;1965-03-09 00:00:00;-17.9;116.6;;8;240
JOAN 1;1965-03-09 01:00:00;-18;116.5;;9;245
JOAN 1;1965-03-09 03:00:00;-18.1;116.2;;10;245
JOAN 1;1965-03-09 06:00:00;-18.3;115.7;;10;245
JOAN 1;1965-03-09 07:00:00;-18.4;115.6;;10;240
JOAN 1;1965-03-09 09:00:00;-18.6;115.3;;9;235
JOAN 1;1965-03-09 11:00:00;-18.8;115;;8;225
JOAN 1;1965-03-09 12:00:00;-18.9;115;;7;205
JOAN 1;1965-03-09 13:00:00;-19;114.9;;7;0
JOAN 1;1965-03-09 15:00:00;-19.2;115;;8;155
JOAN 1;1965-03-09 18:00:00;-19.6;115.2;;9;145
JOAN 1;1965-03-09 19:00:00;-19.7;115.3;;10;130
JOAN 1;1965-03-09 21:00:00;-19.9;115.6;;10;130
MAVIS 1;1965-03-20 11:00:00;-10.8;118.9;;9;215
MAVIS 1;1965-03-20 12:00:00;-10.9;118.8;;10;205
MAVIS 1;1965-03-20 15:00:00;-11.4;118.6;;11;205
MAVIS 1;1965-03-20 18:00:00;-11.9;118.4;;11;205
MAVIS 1;1965-03-20 21:00:00;-12.4;118.1;;12;205
MAVIS 1;1965-03-20 23:00:00;-12.8;118;;12;200
MAVIS 1;1965-03-21 00:00:00;-13;117.9;;15;195
MAVIS 1;1965-03-21 01:00:00;-13.3;117.9;;15;195
MAVIS 1;1965-03-21 03:00:00;-13.7;117.7;;14;195
MAVIS 1;1965-03-21 06:00:00;-14.4;117.5;;13;195
MAVIS 1;1965-03-21 09:00:00;-14.9;117.3;;12;200
MAVIS 1;1965-03-21 11:00:00;-15.3;117.2;;11;205
MAVIS 1;1965-03-21 12:00:00;-15.4;117.1;;10;210
MAVIS 1;1965-03-21 15:00:00;-15.9;116.8;;10;215
MAVIS 1;1965-03-21 16:00:00;-16;116.7;;10;215
MAVIS 1;1965-03-21 18:00:00;-16.3;116.5;;11;215
MAVIS 1;1965-03-21 21:00:00;-16.7;116.2;;11;220
MAVIS 1;1965-03-21 22:00:00;-16.9;116;;12;220
MAVIS 1;1965-03-21 23:00:00;-17;115.9;;12;215
MAVIS 1;1965-03-22 00:00:00;-17.2;115.8;;12;215
MAVIS 1;1965-03-22 01:00:00;-17.4;115.7;;11;215
MAVIS 1;1965-03-22 03:00:00;-17.6;115.5;;10;215
MAVIS 1;1965-03-22 06:00:00;-18;115.2;;9;215
MAVIS 1;1965-03-22 09:00:00;-18.3;114.9;;8;220
MAVIS 1;1965-03-22 11:00:00;-18.5;114.7;;8;220
MAVIS 1;1965-03-22 12:00:00;-18.6;114.6;;9;225
MAVIS 1;1965-03-22 15:00:00;-18.9;114.3;;9;225
MAVIS 1;1965-03-22 16:00:00;-19;114.2;;10;225
MAVIS 1;1965-03-22 18:00:00;-19.3;113.9;;11;225
MAVIS 1;1965-03-22 21:00:00;-19.7;113.5;;12;225
MAVIS 1;1965-03-22 23:00:00;-20;113.3;;12;220
RUTH;1965-03-23 23:00:00;-8.7;130;;54;0
RUTH;1965-03-23 23:30:00;-9.1;130;;27;0
RUTH;1965-03-24 00:00:00;-9.2;130;;3;230
RUTH;1965-03-24 03:00:00;-9.3;129.8;;4;225
RUTH;1965-03-24 06:00:00;-9.4;129.7;;4;220
RUTH;1965-03-24 09:00:00;-9.6;129.6;;3;225
RUTH;1965-03-24 11:00:00;-9.6;129.5;;4;220
RUTH;1965-03-24 12:00:00;-9.7;129.5;;4;230
RUTH;1965-03-24 15:00:00;-9.8;129.3;;4;235
RUTH;1965-03-24 18:00:00;-9.9;129.2;;4;240
RUTH;1965-03-24 21:00:00;-10;129;;4;245
RUTH;1965-03-24 23:00:00;-10;128.9;;4;255
RUTH;1965-03-24 23:30:00;-10;128.8;;4;285
RUTH;1965-03-25 00:00:00;-10;128.8;;4;250
RUTH;1965-03-25 03:00:00;-10.1;128.6;;5;240
RUTH;1965-03-25 06:00:00;-10.2;128.4;;5;240
RUTH;1965-03-25 09:00:00;-10.3;128.2;;5;245
RUTH;1965-03-25 11:00:00;-10.4;128;;5;240
RUTH;1965-03-25 12:00:00;-10.5;127.9;;6;235
RUTH;1965-03-25 15:00:00;-10.6;127.7;;6;235
RUTH;1965-03-25 18:00:00;-10.8;127.5;;6;240
RUTH;1965-03-25 21:00:00;-10.9;127.2;;6;245
RUTH;1965-03-25 23:00:00;-11;127;;6;245
RUTH;1965-03-25 23:30:00;-11;127;;6;245
RUTH;1965-03-26 00:00:00;-11;126.9;;6;245
RUTH;1965-03-26 03:00:00;-11.2;126.7;;6;245
RUTH;1965-03-26 06:00:00;-11.3;126.4;;6;245
RUTH;1965-03-26 07:00:00;-11.3;126.3;;5;250
RUTH;1965-03-26 09:00:00;-11.4;126.2;;5;250
RUTH;1965-03-26 11:00:00;-11.5;126;;5;245
RUTH;1965-03-26 12:00:00;-11.5;125.9;;5;245
RUTH;1965-03-26 15:00:00;-11.6;125.7;;6;240
RUTH;1965-03-26 18:00:00;-11.8;125.4;;6;235
RUTH;1965-03-26 21:00:00;-12;125.2;;7;230
RUTH;1965-03-26 23:00:00;-12.1;125;;8;220
RUTH;1965-03-27 00:00:00;-12.3;124.9;;9;205
RUTH;1965-03-27 01:00:00;-12.4;124.9;;8;200
RUTH;1965-03-27 03:00:00;-12.6;124.8;;7;195
RUTH;1965-03-27 06:00:00;-13;124.7;;7;190
RUTH;1965-03-27 09:00:00;-13.3;124.6;;7;185
RUTH;1965-03-27 11:00:00;-13.6;124.6;;7;180
RUTH;1965-03-27 12:00:00;-13.7;124.6;;7;175
RUTH;1965-03-27 15:00:00;-14;124.7;;7;170
RUTH;1965-03-27 18:00:00;-14.4;124.7;;7;175
RUTH;1965-03-27 21:00:00;-14.8;124.8;;7;175
RUTH;1965-03-27 22:30:00;-14.9;124.7;;6;0
RUTH;1965-03-27 23:00:00;-15;124.7;;6;195
RUTH;1965-03-28 00:00:00;-15.1;124.7;;6;200
RUTH;1965-03-28 01:00:00;-15.1;124.7;;6;215
RUTH;1965-03-28 03:00:00;-15.3;124.5;;6;235
RUTH;1965-03-28 06:00:00;-15.5;124.2;;7;245
RUTH;1965-03-28 07:00:00;-15.5;124.1;;7;250
RUTH;1965-03-28 09:00:00;-15.6;123.9;;7;250
RUTH;1965-03-28 11:00:00;-15.7;123.6;;7;255
RUTH;1965-03-28 12:00:00;-15.7;123.5;;8;255
RUTH;1965-03-28 15:00:00;-15.8;123.1;;8;255
RUTH;1965-03-28 16:00:00;-15.8;123;;9;255
RUTH;1965-03-28 18:00:00;-15.9;122.7;;9;260
RUTH;1965-03-28 21:00:00;-16;122.3;;9;260
RUTH;1965-03-28 22:30:00;-16;122;;9;265
RUTH;1965-03-28 23:00:00;-16;122;;8;265
RUTH;1965-03-29 00:00:00;-16;121.8;;8;265
RUTH;1965-03-29 01:00:00;-16;121.7;;9;265
RUTH;1965-03-29 03:00:00;-16.1;121.4;;9;270
RUTH;1965-03-29 06:00:00;-16.1;120.9;;9;270
RUTH;1965-03-29 09:00:00;-16.1;120.4;;10;265
RUTH;1965-03-29 11:00:00;-16.1;120;;10;265
RUTH;1965-03-29 12:00:00;-16.1;119.9;;10;265
RUTH;1965-03-29 15:00:00;-16.2;119.3;;11;265
RUTH;1965-03-29 18:00:00;-16.2;118.8;;12;265
RUTH;1965-03-29 21:00:00;-16.3;118.1;;13;265
RUTH;1965-03-29 23:00:00;-16.3;117.7;;14;265
RUTH;1965-03-30 00:00:00;-16.4;117.4;;16;265
RUTH;1965-03-30 01:00:00;-16.4;117.1;;17;265
RUTH;1965-03-30 03:00:00;-16.5;116.5;;18;265
RUTH;1965-03-30 06:00:00;-16.6;115.6;;19;265
RUTH;1965-03-30 09:00:00;-16.7;114.6;;19;265
RUTH;1965-03-30 11:00:00;-16.7;113.9;;19;265
RUTH;1965-03-30 12:00:00;-16.8;113.6;;19;265
RUTH;1965-03-30 15:00:00;-16.9;112.7;;18;265
RUTH;1965-03-30 18:00:00;-17;111.7;;18;265
RUTH;1965-03-30 21:00:00;-17;110.8;;17;265
RUTH;1965-03-30 23:00:00;-17.1;110.2;;16;265
RUTH;1965-03-31 00:00:00;-17.1;110;;15;265
RUTH;1965-03-31 01:00:00;-17.1;109.7;;14;260
RUTH;1965-03-31 03:00:00;-17.2;109.2;;13;255
RUTH;1965-03-31 06:00:00;-17.4;108.6;;13;255
RUTH;1965-03-31 09:00:00;-17.6;108;;13;255
RUTH;1965-03-31 11:00:00;-17.7;107.5;;13;255
RUTH;1965-03-31 12:00:00;-17.7;107.3;;13;260
RUTH;1965-03-31 15:00:00;-17.8;106.6;;13;265
RUTH;1965-03-31 18:00:00;-17.9;105.9;;14;265
RUTH;1965-03-31 21:00:00;-17.9;105.2;;14;265
RUTH;1965-03-31 23:00:00;-17.9;104.7;;16;265
RUTH;1965-04-01 00:00:00;-18;104.4;;18;265
RUTH;1965-04-01 01:00:00;-18;104;;15;265
RUTH;1965-04-01 03:00:00;-18.1;103.6;;12;265
RUTH;1965-04-01 06:00:00;-18.1;103;;11;270
RUTH;1965-04-01 09:00:00;-18.1;102.4;;10;270
RUTH;1965-04-01 11:00:00;-18.1;102.1;;10;270
RUTH;1965-04-01 12:00:00;-18.1;101.9;;10;270
RUTH;1965-04-01 15:00:00;-18.1;101.4;;9;270
RUTH;1965-04-01 18:00:00;-18.1;100.9;;10;270
RUTH;1965-04-01 21:00:00;-18.1;100.4;;10;275
RUTH;1965-04-01 23:00:00;-18;100;;12;275
RUTH;1965-04-02 00:00:00;-18;99.8;;15;280
RUTH;1965-04-02 03:00:00;-17.9;99;;16;280
RUTH;1965-04-02 06:00:00;-17.7;98.1;;18;285
RUTH;1965-04-02 09:00:00;-17.5;97.2;;19;285
RUTH;1965-04-02 11:00:00;-17.3;96.5;;20;285
RUTH;1965-04-02 12:00:00;-17.2;96.2;;21;290
RUTH;1965-04-02 15:00:00;-16.8;95.1;;21;290
RUTH;1965-04-02 18:00:00;-16.5;94.1;;20;290
RUTH;1965-04-02 21:00:00;-16.2;93.1;;19;285
RUTH;1965-04-02 23:00:00;-16;92.5;;16;285
RUTH;1965-04-03 00:00:00;-16;92.3;;13;275
RUTH;1965-04-03 03:00:00;-15.9;91.6;;12;270
RUTH;1965-04-03 06:00:00;-16;91.1;;10;260
RUTH;1965-04-03 09:00:00;-16.1;90.6;;10;255
RUTH;1965-04-03 11:00:00;-16.2;90.3;;10;250
RUTH;1965-04-03 12:00:00;-16.3;90.1;;9;250
AMANDA:GISELE;1965-12-20 23:00:00;-9.4;133.9;;31;165
AMANDA:GISELE;1965-12-20 23:30:00;-9.6;134;;21;150
AMANDA:GISELE;1965-12-21 00:00:00;-9.7;134.1;;11;115
AMANDA:GISELE;1965-12-21 03:00:00;-9.9;134.5;;9;125
AMANDA:GISELE;1965-12-21 05:30:00;-10.2;134.8;;8;135
AMANDA:GISELE;1965-12-21 06:00:00;-10.2;134.8;;7;180
AMANDA:GISELE;1965-12-21 09:00:00;-10.6;134.8;;8;185
AMANDA:GISELE;1965-12-21 11:00:00;-10.9;134.8;;7;0
AMANDA:GISELE;1965-12-21 11:30:00;-10.9;134.8;;6;165
AMANDA:GISELE;1965-12-21 12:00:00;-11;134.8;;9;115
AMANDA:GISELE;1965-12-21 15:00:00;-11.2;135.3;;11;105
AMANDA:GISELE;1965-12-21 18:00:00;-11.3;135.9;;12;100
AMANDA:GISELE;1965-12-21 21:00:00;-11.4;136.4;;11;100
AMANDA:GISELE;1965-12-21 23:00:00;-11.4;136.8;;10;90
AMANDA:GISELE;1965-12-21 23:30:00;-11.4;136.9;;10;80
AMANDA:GISELE;1965-12-22 00:00:00;-11.4;136.9;;11;65
AMANDA:GISELE;1965-12-22 03:00:00;-11.1;137.4;;10;55
AMANDA:GISELE;1965-12-22 06:00:00;-10.8;137.8;;7;45
AMANDA:GISELE;1965-12-22 09:00:00;-10.7;138;;4;40
AMANDA:GISELE;1965-12-22 11:00:00;-10.6;138;;3;55
AMANDA:GISELE;1965-12-22 12:00:00;-10.6;138.1;;5;80
AMANDA:GISELE;1965-12-22 13:30:00;-10.6;138.3;;6;100
AMANDA:GISELE;1965-12-22 15:00:00;-10.6;138.4;;7;125
AMANDA:GISELE;1965-12-22 18:00:00;-10.9;138.7;;5;135
